name,method,quality
google_Leather_171,1,0.5
google_Leather_172,1,0.5
google_Leather_173,3,0.5
google_Leather_174,1,0.5
google_Leather_176,1,0.5
google_Leather_178,1,0.5
google_Leather_18,1,1
google_Leather_180,1,1
google_Leather_183,1,1
google_Leather_184,1,0.5
google_Leather_186,1,1
google_Leather_189,0,0
google_Leather_190,1,0.5
google_Leather_191,1,0.5
google_Leather_192,4,1
google_Leather_194,0,0
google_Leather_196,1,0.5
google_Leather_197,1,1
google_Leather_198,1,1
google_Leather_199,1,1
google_Leather_2,1,1
google_Leather_20,1,1
google_Leather_200,1,0.5
google_Leather_201,1,0.5
google_Leather_203,1,0.5
google_Leather_208,0,0
google_Leather_209,3,0.5
google_Leather_21,4,0.5
google_Leather_212,1,1
google_Leather_214,1,1
google_Leather_215,1,0.5
google_Leather_216,1,0.5
google_Leather_217,1,0.5
google_Leather_219,3,1
google_Leather_22,1,0.5
google_Leather_220,1,0.5
google_Leather_223,1,0.5
google_Leather_225,0,0
google_Leather_226,1,0.5
google_Leather_228,1,0.5
google_Leather_229,1,0.5
google_Leather_23,1,1
google_Leather_230,1,0.5
google_Leather_232,1,0.5
google_Leather_233,1,0.5
google_Leather_234,0,0
google_Leather_235,1,0.5
google_Leather_237,1,1
google_Leather_238,1,1
google_Leather_24,1,1
google_Leather_240,1,0.5
google_Leather_241,1,0.5
google_Leather_242,1,1
google_Leather_244,1,1
google_Leather_248,3,1
google_Leather_249,0,0
google_Leather_25,0,0
google_Leather_250,3,1
google_Leather_251,1,0.5
google_Leather_255,1,1
google_Leather_257,1,1
google_Leather_259,0,0
google_Leather_26,1,1
google_Leather_260,1,1
google_Leather_261,3,1
google_Leather_262,1,1
google_Leather_263,1,1
google_Leather_265,1,1
google_Leather_268,1,1
google_Leather_269,1,0.5
google_Leather_27,1,0.5
google_Leather_270,2,1
google_Leather_273,0,0
google_Leather_275,2,0.5
google_Leather_276,1,0.5
google_Leather_277,1,1
google_Leather_280,1,0.5
google_Leather_281,3,0.5
google_Leather_282,0,0
google_Leather_283,1,1
google_Leather_284,3,1
google_Leather_285,0,0
google_Leather_286,2,0.5
google_Leather_287,0,0
google_Leather_289,1,0.5
google_Leather_29,0,0
google_Leather_290,0,0
google_Leather_294,1,0.5
google_Leather_295,1,1
google_Leather_296,0,0
google_Leather_297,1,1
google_Leather_298,3,0.5
google_Leather_299,1,0.5
google_Leather_3,1,1
google_Leather_30,1,0.5
google_Leather_300,2,1
google_Leather_302,4,1
google_Leather_303,0,0
google_Leather_304,1,1
google_Leather_306,0,0
google_Leather_307,1,1
google_Leather_308,1,1
google_Leather_31,1,0.5
google_Leather_310,1,1
google_Leather_311,1,1
google_Leather_312,1,1
google_Leather_313,0,0
google_Leather_314,0,0
google_Leather_315,3,1
google_Leather_318,1,1
google_Leather_319,1,1
google_Leather_32,1,0.5
google_Leather_320,1,1
google_Leather_321,1,1
google_Leather_322,1,0.5
google_Leather_323,0,0
google_Leather_324,0,0
google_Leather_325,1,1
google_Leather_327,4,1
google_Leather_33,2,0.5
google_Leather_330,1,0.5
google_Leather_332,1,1
google_Leather_333,3,1
google_Leather_335,0,0
google_Leather_336,1,1
google_Leather_337,1,0.5
google_Leather_338,1,0.5
google_Leather_339,1,0.5
google_Leather_34,1,0.5
google_Leather_344,0,0
google_Leather_345,1,0.5
google_Leather_346,1,0.5
google_Leather_347,1,0.5
google_Leather_349,1,0.5
google_Leather_35,3,0.5
google_Leather_350,0,0
google_Leather_351,1,1
google_Leather_36,1,1
google_Leather_360,0,0
google_Leather_362,0,0
google_Leather_364,1,1
google_Leather_365,0,0
google_Leather_366,1,0.5
google_Leather_368,0,0
google_Leather_369,1,0.5
google_Leather_370,1,1
google_Leather_371,1,1
google_Leather_372,1,0.5
google_Leather_374,1,1
google_Leather_375,3,1
google_Leather_377,0,0
google_Leather_379,0,0
google_Leather_380,1,0.5
google_Leather_381,1,0.5
google_Leather_383,0,0
google_Leather_384,1,1
google_Leather_385,1,1
google_Leather_386,0,0
google_Leather_389,1,0.5
google_Leather_390,1,1
google_Leather_391,1,0.5
google_Leather_393,1,0.5
google_Leather_394,1,1
google_Leather_395,0,0
google_Leather_396,1,0.5
google_Leather_397,0,0
google_Leather_398,0,0
google_Leather_399,0,0
google_Leather_40,1,1
google_Leather_402,1,1
google_Leather_403,0,0
google_Leather_405,1,0.5
google_Leather_406,0,0
google_Leather_407,1,0.5
google_Leather_41,1,0.5
google_Leather_411,1,1
google_Leather_412,0,0
google_Leather_414,1,0.5
google_Leather_416,0,0
google_Leather_418,0,0
google_Leather_424,0,0
google_Leather_425,1,0.5
google_Leather_426,1,0.5
google_Leather_427,1,0.5
google_Leather_428,0,0
google_Leather_43,0,0
google_Leather_434,1,1
google_Leather_436,0,0
google_Leather_437,1,1
google_Leather_438,1,0.5
google_Leather_44,0,0
google_Leather_441,1,1
google_Leather_442,1,0.5
google_Leather_444,1,0.5
google_Leather_445,1,0.5
google_Leather_446,1,1
google_Leather_447,1,1
google_Leather_448,1,1
google_Leather_449,1,0.5
google_Leather_45,0,0
google_Leather_451,1,1
google_Leather_452,1,0.5
google_Leather_453,0,0
google_Leather_455,1,0.5
google_Leather_459,1,0.5
google_Leather_46,1,0.5
google_Leather_461,1,1
google_Leather_462,1,1
google_Leather_463,0,0
google_Leather_466,1,0.5
google_Leather_467,0,0
google_Leather_468,0,0
google_Leather_47,1,0.5
google_Leather_470,1,1
google_Leather_472,1,0.5
google_Leather_474,3,1
google_Leather_475,1,1
google_Leather_476,1,1
google_Leather_477,1,0.5
google_Leather_478,1,0.5
google_Leather_48,3,1
google_Leather_484,0,0
google_Leather_487,1,0.5
google_Leather_49,2,0.5
google_Leather_490,0,0
google_Leather_495,1,0.5
google_Leather_5,3,1
google_Leather_50,1,1
google_Leather_502,1,0.5
google_Leather_504,1,0.5
google_Leather_506,1,1
google_Leather_507,2,0.5
google_Leather_509,1,0.5
google_Leather_51,3,1
google_Leather_510,3,1
google_Leather_511,1,0.5
google_Leather_513,1,0.5
google_Leather_514,0,0
google_Leather_516,1,0.5
google_Leather_52,4,0.5
google_Leather_520,1,1
google_Leather_521,1,1
google_Leather_526,1,1
google_Leather_528,1,0.5
google_Leather_531,2,1
google_Leather_532,2,1
google_Leather_538,1,0.5
google_Leather_539,0,0
google_Leather_54,4,0.5
google_Leather_541,3,1
google_Leather_543,3,1
google_Leather_544,0,0
google_Leather_546,1,0.5
google_Leather_547,0,0
google_Leather_55,1,1
google_Leather_550,0,0
google_Leather_554,1,0.5
google_Leather_558,1,0.5
google_Leather_559,0,0
google_Leather_56,2,0.5
google_Leather_561,1,1
google_Leather_562,1,0.5
google_Leather_563,1,1
google_Leather_564,0,0
google_Leather_565,3,0.5
google_Leather_566,0,0
google_Leather_570,2,0.5
google_Leather_572,1,0.5
google_Leather_574,2,0.5
google_Leather_575,2,1
google_Leather_576,1,1
google_Leather_577,1,1
google_Leather_58,1,1
google_Leather_580,0,0
google_Leather_582,1,1
google_Leather_583,1,0.5
google_Leather_584,1,0.5
google_Leather_585,1,1
google_Leather_587,0,0
google_Leather_588,0,0
google_Leather_59,2,0.5
google_Leather_590,1,0.5
google_Leather_592,1,1
google_Leather_594,0,0
google_Leather_597,1,0.5
google_Leather_6,1,0.5
google_Leather_60,3,1
google_Leather_601,1,0.5
google_Leather_603,1,1
google_Leather_604,1,0.5
google_Leather_606,1,0.5
google_Leather_608,1,1
google_Leather_609,2,1
google_Leather_61,0,0
google_Leather_611,1,1
google_Leather_612,2,0.5
google_Leather_614,0,0
google_Leather_615,1,0.5
google_Leather_616,1,1
google_Leather_617,2,1
google_Leather_618,1,0.5
google_Leather_619,1,0.5
google_Leather_62,1,1
google_Leather_620,2,0.5
google_Leather_621,1,0.5
google_Leather_623,2,0.5
google_Leather_624,0,0
google_Leather_625,1,1
google_Leather_626,1,0.5
google_Leather_627,0,0
google_Leather_628,1,0.5
google_Leather_629,1,1
google_Leather_63,1,1
google_Leather_630,2,0.5
google_Leather_631,1,1
google_Leather_632,1,1
google_Leather_633,0,0
google_Leather_634,2,1
google_Leather_635,1,1
google_Leather_636,0,0
google_Leather_637,1,0.5
google_Leather_638,0,0
google_Leather_639,3,1
google_Leather_64,1,0.5
google_Leather_640,0,0
google_Leather_642,0,0
google_Leather_644,1,1
google_Leather_645,0,0
google_Leather_646,0,0
google_Leather_647,0,0
google_Leather_648,0,0
google_Leather_649,1,1
google_Leather_65,1,1
google_Leather_650,1,1
google_Leather_651,0,0
google_Leather_652,0,0
google_Leather_653,1,1
google_Leather_654,1,1
google_Leather_655,1,1
google_Leather_657,1,1
google_Leather_658,0,0
google_Leather_66,1,0.5
google_Leather_661,1,0.5
google_Leather_662,0,0
google_Leather_663,2,0.5
google_Leather_664,1,0.5
google_Leather_665,1,0.5
google_Leather_666,1,0.5
google_Leather_667,2,0.5
google_Leather_668,1,1
google_Leather_669,1,1
google_Leather_67,1,0.5
google_Leather_670,1,1
google_Leather_671,1,0.5
google_Leather_672,1,0.5
google_Leather_68,1,1
google_Leather_69,2,0.5
google_Leather_70,1,0.5
google_Leather_71,1,0.5
google_Leather_75,1,1
google_Leather_76,1,1
google_Leather_77,1,1
google_Leather_79,1,0.5
google_Leather_8,1,1
google_Leather_82,0,0
google_Leather_85,1,1
google_Leather_86,1,0.5
google_Leather_87,1,1
google_Leather_89,1,1
google_Leather_9,0,0
google_Leather_91,0,0
google_Leather_92,0,0
google_Leather_93,1,1
google_Leather_94,1,0.5
google_Leather_95,0,0
google_Leather_96,2,0.5
google_Leather_97,1,1
google_Leather_98,1,0.5
google_Metal_1,1,0.5
google_Metal_10,1,1
google_Metal_100,2,1
google_Metal_101,1,1
google_Metal_102,1,1
google_Metal_103,1,1
google_Metal_104,0,0
google_Metal_105,2,1
google_Metal_106,1,1
google_Metal_107,2,0.5
google_Metal_108,1,1
google_Metal_109,1,0.5
google_Metal_11,0,0
google_Metal_111,1,0.5
google_Metal_112,1,1
google_Metal_114,1,0.5
google_Metal_115,2,0.5
google_Metal_116,1,0.5
google_Metal_117,0,0
google_Metal_119,1,1
google_Metal_12,3,0.5
google_Metal_120,1,1
google_Metal_122,1,0.5
google_Metal_123,1,1
google_Metal_125,1,1
google_Metal_126,0,0
google_Metal_128,1,0.5
google_Metal_13,0,0
google_Metal_132,1,0.5
google_Metal_133,2,1
google_Metal_135,2,0.5
google_Metal_136,1,0.5
google_Metal_137,1,1
google_Metal_138,1,1
google_Metal_139,2,1
google_Metal_14,0,0
google_Metal_141,2,1
google_Metal_142,1,0.5
google_Metal_143,1,1
google_Metal_144,1,1
google_Metal_145,2,1
google_Metal_147,0,0
google_Metal_148,1,0.5
google_Metal_149,0,0
google_Metal_150,3,1
google_Metal_151,1,1
google_Metal_152,1,0.5
google_Metal_153,0,0
google_Metal_155,1,0.5
google_Metal_156,1,0.5
google_Metal_157,2,0.5
google_Metal_158,1,0.5
google_Metal_159,1,0.5
google_Metal_16,1,0.5
google_Metal_160,0,0
google_Metal_161,2,1
google_Metal_163,1,0.5
google_Metal_165,0,0
google_Metal_166,2,0.5
google_Metal_167,1,1
google_Metal_168,2,0.5
google_Metal_169,1,0.5
google_Metal_17,2,0.5
google_Metal_171,1,0.5
google_Metal_172,2,1
google_Metal_173,1,1
google_Metal_175,1,1
google_Metal_176,0,0
google_Metal_177,1,0.5
google_Metal_178,2,0.5
google_Metal_179,1,0.5
google_Metal_18,1,1
google_Metal_180,2,1
google_Metal_181,1,0.5
google_Metal_182,2,1
google_Metal_183,0,0
google_Metal_184,2,0.5
google_Metal_185,1,1
google_Metal_186,1,0.5
google_Metal_187,1,0.5
google_Metal_188,2,0.5
google_Metal_189,3,1
google_Metal_19,1,1
google_Metal_191,1,1
google_Metal_192,1,0.5
google_Metal_194,1,1
google_Metal_195,1,0.5
google_Metal_196,1,1
google_Metal_197,1,1
google_Metal_20,1,0.5
google_Metal_201,1,1
google_Metal_202,2,1
google_Metal_203,1,1
google_Metal_204,1,0.5
google_Metal_205,2,0.5
google_Metal_206,1,1
google_Metal_207,1,0.5
google_Metal_208,1,1
google_Metal_21,1,0.5
google_Metal_211,1,0.5
google_Metal_212,1,1
google_Metal_215,1,1
google_Metal_216,2,1
google_Metal_218,0,0
google_Metal_22,2,0.5
google_Metal_220,1,0.5
google_Metal_222,1,0.5
google_Metal_223,2,0.5
google_Metal_224,2,0.5
google_Metal_225,1,1
google_Metal_226,2,0.5
google_Metal_227,1,1
google_Metal_228,1,1
google_Metal_229,2,1
google_Metal_23,1,1
google_Metal_230,1,1
google_Metal_232,2,0.5
google_Metal_233,1,0.5
google_Metal_234,1,1
google_Metal_235,1,0.5
google_Metal_236,1,1
google_Metal_237,2,0.5
google_Metal_238,1,0.5
google_Metal_239,1,1
google_Metal_24,1,0.5
google_Metal_241,1,0.5
google_Metal_244,0,0
google_Metal_245,1,1
google_Metal_246,1,1
google_Metal_247,1,1
google_Metal_248,1,1
google_Metal_249,1,1
google_Metal_25,2,1
google_Metal_250,1,1
google_Metal_255,1,0.5
google_Metal_256,1,1
google_Metal_257,1,0.5
google_Metal_258,1,0.5
google_Metal_259,1,1
google_Metal_26,2,0.5
google_Metal_260,1,0.5
google_Metal_261,1,1
google_Metal_262,1,1
google_Metal_263,1,1
google_Metal_264,1,0.5
google_Metal_265,1,1
google_Metal_266,0,0
google_Metal_267,3,1
google_Metal_268,2,1
google_Metal_269,3,0.5
google_Metal_27,1,0.5
google_Metal_270,1,1
google_Metal_273,0,0
google_Metal_274,1,0.5
google_Metal_275,0,0
google_Metal_276,1,0.5
google_Metal_277,1,1
google_Metal_278,1,0.5
google_Metal_279,1,0.5
google_Metal_28,1,1
google_Metal_281,0,0
google_Metal_282,1,0.5
google_Metal_283,1,0.5
google_Metal_285,1,1
google_Metal_286,1,1
google_Metal_288,1,1
google_Metal_289,2,1
google_Metal_29,1,1
google_Metal_290,0,0
google_Metal_291,1,0.5
google_Metal_292,1,0.5
google_Metal_294,1,1
google_Metal_295,1,1
google_Metal_296,1,1
google_Metal_297,1,1
google_Metal_298,2,1
google_Metal_299,0,0
google_Metal_3,2,1
google_Metal_30,1,1
google_Metal_300,1,0.5
google_Metal_301,0,0
google_Metal_302,1,0.5
google_Metal_303,0,0
google_Metal_304,2,1
google_Metal_307,0,0
google_Metal_309,1,0.5
google_Metal_31,2,0.5
google_Metal_311,0,0
google_Metal_312,0,0
google_Metal_313,1,1
google_Metal_314,1,1
google_Metal_316,1,1
google_Metal_319,1,1
google_Metal_320,4,0.5
google_Metal_321,4,1
google_Metal_323,4,0.5
google_Metal_324,1,1
google_Metal_325,0,0
google_Metal_329,1,0.5
google_Metal_33,1,1
google_Metal_330,1,1
google_Metal_331,1,1
google_Metal_332,1,1
google_Metal_333,1,1
google_Metal_334,2,0.5
google_Metal_339,2,0.5
google_Metal_34,1,1
google_Metal_340,0,0
google_Metal_341,0,0
google_Metal_342,1,0.5
google_Metal_343,1,1
google_Metal_344,1,1
google_Metal_346,1,0.5
google_Metal_347,2,0.5
google_Metal_349,1,0.5
google_Metal_35,1,1
google_Metal_350,1,0.5
google_Metal_352,1,0.5
google_Metal_353,1,1
google_Metal_354,1,1
google_Metal_355,1,1
google_Metal_356,3,1
google_Metal_358,1,0.5
google_Metal_359,3,1
google_Metal_36,1,0.5
google_Metal_360,1,1
google_Metal_362,2,0.5
google_Metal_363,1,1
google_Metal_365,1,0.5
google_Metal_367,2,0.5
google_Metal_369,1,0.5
google_Metal_37,2,0.5
google_Metal_370,0,0
google_Metal_371,1,1
google_Metal_374,1,1
google_Metal_377,1,0.5
google_Metal_378,0,0
google_Metal_379,1,0.5
google_Metal_38,2,0.5
google_Metal_380,1,0.5
google_Metal_381,1,1
google_Metal_383,1,1
google_Metal_384,1,1
google_Metal_385,0,0
google_Metal_386,1,1
google_Metal_387,0,0
google_Metal_388,1,1
google_Metal_39,1,0.5
google_Metal_390,1,1
google_Metal_391,3,1
google_Metal_392,1,0.5
google_Metal_393,0,0
google_Metal_394,1,1
google_Metal_395,1,1
google_Metal_396,2,0.5
google_Metal_397,1,0.5
google_Metal_398,4,0.5
google_Metal_4,1,1
google_Metal_40,2,0.5
google_Metal_401,0,0
google_Metal_402,1,0.5
google_Metal_403,1,0.5
google_Metal_404,0,0
google_Metal_407,0,0
google_Metal_410,1,0.5
google_Metal_411,1,1
google_Metal_412,1,0.5
google_Metal_414,1,0.5
google_Metal_415,1,0.5
google_Metal_416,2,0.5
google_Metal_417,0,0
google_Metal_418,1,1
google_Metal_419,1,0.5
google_Metal_42,2,0.5
google_Metal_420,1,0.5
google_Metal_423,2,0.5
google_Metal_424,1,0.5
google_Metal_425,1,0.5
google_Metal_426,1,0.5
google_Metal_427,1,1
google_Metal_428,0,0
google_Metal_43,2,1
google_Metal_431,1,1
google_Metal_432,3,1
google_Metal_433,2,1
google_Metal_434,0,0
google_Metal_435,2,0.5
google_Metal_437,0,0
google_Metal_438,2,1
google_Metal_44,1,1
google_Metal_440,1,1
google_Metal_441,1,0.5
google_Metal_442,1,1
google_Metal_444,1,0.5
google_Metal_445,0,0
google_Metal_446,1,0.5
google_Metal_448,1,0.5
google_Metal_449,1,0.5
google_Metal_45,1,1
google_Metal_450,2,0.5
google_Metal_452,1,0.5
google_Metal_453,1,0.5
google_Metal_454,0,0
google_Metal_455,1,1
google_Metal_456,0,0
google_Metal_457,1,0.5
google_Metal_458,1,1
google_Metal_459,2,1
google_Metal_461,1,1
google_Metal_462,1,1
google_Metal_464,0,0
google_Metal_465,1,1
google_Metal_466,1,0.5
google_Metal_467,1,0.5
google_Metal_468,1,0.5
google_Metal_469,1,1
google_Metal_47,1,0.5
google_Metal_470,1,1
google_Metal_472,2,0.5
google_Metal_473,1,0.5
google_Metal_474,1,1
google_Metal_475,1,1
google_Metal_476,1,1
google_Metal_477,1,1
google_Metal_478,1,0.5
google_Metal_479,1,1
google_Metal_48,0,0
google_Metal_480,1,1
google_Metal_481,1,1
google_Metal_482,1,1
google_Metal_483,1,0.5
google_Metal_484,1,1
google_Metal_485,1,0.5
google_Metal_486,1,1
google_Metal_488,1,0.5
google_Metal_49,2,0.5
google_Metal_490,1,0.5
google_Metal_492,1,1
google_Metal_493,1,0.5
google_Metal_494,1,0.5
google_Metal_495,2,0.5
google_Metal_496,0,0
google_Metal_498,1,0.5
google_Metal_499,1,1
google_Metal_5,1,0.5
google_Metal_501,2,1
google_Metal_502,0,0
google_Metal_505,1,1
google_Metal_506,0,0
google_Metal_508,0,0
google_Metal_509,1,1
google_Metal_51,1,0.5
google_Metal_510,2,0.5
google_Metal_512,1,0.5
google_Metal_513,1,0.5
google_Metal_514,1,0.5
google_Metal_515,1,1
google_Metal_516,2,0.5
google_Metal_517,2,0.5
google_Metal_518,1,1
google_Metal_519,1,0.5
google_Metal_520,0,0
google_Metal_521,1,1
google_Metal_523,1,0.5
google_Metal_525,0,0
google_Metal_526,1,0.5
google_Metal_528,1,0.5
google_Metal_529,1,0.5
google_Metal_53,1,0.5
google_Metal_530,0,0
google_Metal_531,2,0.5
google_Metal_532,0,0
google_Metal_533,1,0.5
google_Metal_536,0,0
google_Metal_537,1,0.5
google_Metal_54,1,0.5
google_Metal_540,1,0.5
google_Metal_544,1,1
google_Metal_545,1,1
google_Metal_546,1,1
google_Metal_547,1,0.5
google_Metal_55,1,0.5
google_Metal_550,1,0.5
google_Metal_552,3,1
google_Metal_554,1,0.5
google_Metal_555,1,0.5
google_Metal_557,1,1
google_Metal_558,1,0.5
google_Metal_559,1,1
google_Metal_56,1,0.5
google_Metal_560,1,1
google_Metal_562,1,1
google_Metal_564,1,1
google_Metal_565,1,1
google_Metal_567,1,0.5
google_Metal_568,1,0.5
google_Metal_571,1,1
google_Metal_573,1,1
google_Metal_575,1,0.5
google_Metal_576,2,0.5
google_Metal_577,1,0.5
google_Metal_58,2,0.5
google_Metal_580,1,0.5
google_Metal_581,2,0.5
google_Metal_582,1,1
google_Metal_584,0,0
google_Metal_587,1,1
google_Metal_588,1,1
google_Metal_589,0,0
google_Metal_59,1,0.5
google_Metal_591,0,0
google_Metal_592,1,1
google_Metal_593,1,0.5
google_Metal_594,1,1
google_Metal_595,1,1
google_Metal_597,1,1
google_Metal_598,0,0
google_Metal_6,1,0.5
google_Metal_60,1,0.5
google_Metal_600,2,1
google_Metal_601,1,1
google_Metal_602,1,0.5
google_Metal_605,1,1
google_Metal_606,1,1
google_Metal_608,1,0.5
google_Metal_61,1,1
google_Metal_613,1,1
google_Metal_614,1,0.5
google_Metal_615,3,0.5
google_Metal_617,0,0
google_Metal_618,1,0.5
google_Metal_619,1,0.5
google_Metal_62,1,0.5
google_Metal_620,1,1
google_Metal_621,0,0
google_Metal_622,2,0.5
google_Metal_625,1,1
google_Metal_626,1,1
google_Metal_627,1,0.5
google_Metal_629,1,0.5
google_Metal_63,1,1
google_Metal_630,0,0
google_Metal_636,1,0.5
google_Metal_637,1,1
google_Metal_639,1,1
google_Metal_641,1,1
google_Metal_642,1,1
google_Metal_644,1,1
google_Metal_648,1,1
google_Metal_65,1,1
google_Metal_650,1,0.5
google_Metal_651,1,1
google_Metal_652,0,0
google_Metal_653,2,0.5
google_Metal_654,1,1
google_Metal_656,0,0
google_Metal_657,1,1
google_Metal_658,1,1
google_Metal_66,1,1
google_Metal_661,0,0
google_Metal_662,2,1
google_Metal_663,1,1
google_Metal_667,1,0.5
google_Metal_668,1,0.5
google_Metal_670,2,1
google_Metal_673,1,1
google_Metal_674,0,0
google_Metal_676,1,0.5
google_Metal_679,1,1
google_Metal_68,1,1
google_Metal_681,0,0
google_Metal_683,1,1
google_Metal_684,1,1
google_Metal_685,1,0.5
google_Metal_686,1,1
google_Metal_687,0,0
google_Metal_688,0,0
google_Metal_689,1,1
google_Metal_69,2,0.5
google_Metal_690,0,0
google_Metal_696,0,0
google_Metal_697,2,0.5
google_Metal_698,1,1
google_Metal_699,1,0.5
google_Metal_70,1,1
google_Metal_700,1,0.5
google_Metal_702,2,0.5
google_Metal_703,1,0.5
google_Metal_704,1,1
google_Metal_705,1,0.5
google_Metal_706,1,0.5
google_Metal_707,1,0.5
google_Metal_709,3,1
google_Metal_71,1,0.5
google_Metal_710,2,0.5
google_Metal_712,2,0.5
google_Metal_713,0,0
google_Metal_714,1,1
google_Metal_715,1,1
google_Metal_716,1,1
google_Metal_717,2,0.5
google_Metal_719,1,0.5
google_Metal_72,1,1
google_Metal_720,1,0.5
google_Metal_722,0,0
google_Metal_723,0,0
google_Metal_724,1,0.5
google_Metal_725,1,1
google_Metal_726,0,0
google_Metal_727,0,0
google_Metal_729,1,0.5
google_Metal_73,1,0.5
google_Metal_731,2,0.5
google_Metal_732,1,1
google_Metal_733,1,0.5
google_Metal_734,3,1
google_Metal_736,2,0.5
google_Metal_738,2,0.5
google_Metal_739,1,0.5
google_Metal_74,1,0.5
google_Metal_743,4,1
google_Metal_744,1,1
google_Metal_746,1,0.5
google_Metal_749,0,0
google_Metal_75,1,0.5
google_Metal_750,1,0.5
google_Metal_756,0,0
google_Metal_757,1,1
google_Metal_758,1,1
google_Metal_76,1,1
google_Metal_760,1,1
google_Metal_761,1,1
google_Metal_763,0,0
google_Metal_764,1,0.5
google_Metal_765,1,1
google_Metal_766,1,1
google_Metal_767,0,0
google_Metal_768,1,0.5
google_Metal_769,1,0.5
google_Metal_77,2,0.5
google_Metal_770,1,1
google_Metal_772,1,1
google_Metal_774,0,0
google_Metal_775,2,0.5
google_Metal_776,0,0
google_Metal_778,1,0.5
google_Metal_779,2,0.5
google_Metal_78,1,0.5
google_Metal_780,1,0.5
google_Metal_782,1,0.5
google_Metal_784,0,0
google_Metal_785,1,0.5
google_Metal_787,1,1
google_Metal_788,1,0.5
google_Metal_789,3,1
google_Metal_79,1,1
google_Metal_8,1,1
google_Metal_80,1,0.5
google_Metal_83,1,0.5
google_Metal_84,1,0.5
google_Metal_85,1,0.5
google_Metal_88,0,0
google_Metal_89,1,0.5
google_Metal_9,1,1
google_Metal_90,1,0.5
google_Metal_91,1,1
google_Metal_92,1,1
google_Metal_94,4,0.5
google_Metal_95,0,0
google_Metal_96,3,1
google_Metal_97,3,0.5
google_Metal_98,1,0.5
google_Paper_1,2,0.5
google_Paper_10,0,0
google_Paper_100,3,1
google_Paper_101,1,0.5
google_Paper_103,2,0.5
google_Paper_105,2,0.5
google_Paper_107,0,0
google_Paper_108,1,0.5
google_Paper_109,2,0.5
google_Paper_111,1,1
google_Paper_112,2,0.5
google_Paper_115,1,1
google_Paper_116,1,0.5
google_Paper_118,4,1
google_Paper_119,3,1
google_Paper_12,2,0.5
google_Paper_120,2,0.5
google_Paper_123,1,1
google_Paper_124,2,0.5
google_Paper_125,1,1
google_Paper_126,4,1
google_Paper_127,1,0.5
google_Paper_128,1,0.5
google_Paper_135,1,1
google_Paper_139,0,0
google_Paper_14,1,0.5
google_Paper_142,1,0.5
google_Paper_144,1,1
google_Paper_145,0,0
google_Paper_146,2,0.5
google_Paper_150,2,0.5
google_Paper_151,1,0.5
google_Paper_161,0,0
google_Paper_164,2,0.5
google_Paper_166,1,1
google_Paper_168,1,1
google_Paper_172,1,1
google_Paper_174,1,1
google_Paper_175,3,1
google_Paper_176,2,0.5
google_Paper_177,0,0
google_Paper_178,1,0.5
google_Paper_180,2,0.5
google_Paper_181,1,0.5
google_Paper_183,1,0.5
google_Paper_187,2,0.5
google_Paper_189,0,0
google_Paper_191,4,1
google_Paper_194,1,1
google_Paper_195,2,0.5
google_Paper_197,1,0.5
google_Paper_198,1,1
google_Paper_200,0,0
google_Paper_203,2,0.5
google_Paper_207,0,0
google_Paper_21,0,0
google_Paper_210,0,0
google_Paper_211,4,1
google_Paper_212,0,0
google_Paper_213,0,0
google_Paper_222,2,0.5
google_Paper_223,0,0
google_Paper_228,1,0.5
google_Paper_229,1,1
google_Paper_23,1,0.5
google_Paper_232,1,1
google_Paper_234,0,0
google_Paper_236,1,1
google_Paper_238,1,0.5
google_Paper_239,0,0
google_Paper_24,0,0
google_Paper_241,1,1
google_Paper_242,1,1
google_Paper_245,1,0.5
google_Paper_247,1,0.5
google_Paper_249,0,0
google_Paper_25,0,0
google_Paper_250,0,0
google_Paper_251,0,0
google_Paper_252,2,0.5
google_Paper_254,1,1
google_Paper_256,1,0.5
google_Paper_259,3,1
google_Paper_260,1,0.5
google_Paper_261,3,1
google_Paper_262,0,0
google_Paper_263,1,0.5
google_Paper_264,2,0.5
google_Paper_267,2,0.5
google_Paper_268,0,0
google_Paper_269,1,1
google_Paper_27,1,0.5
google_Paper_277,1,0.5
google_Paper_278,1,1
google_Paper_279,2,0.5
google_Paper_280,1,0.5
google_Paper_281,1,0.5
google_Paper_283,1,1
google_Paper_284,1,1
google_Paper_287,1,0.5
google_Paper_288,1,1
google_Paper_289,1,1
google_Paper_29,2,1
google_Paper_290,1,1
google_Paper_292,0,0
google_Paper_297,2,0.5
google_Paper_298,1,1
google_Paper_299,2,0.5
google_Paper_3,4,1
google_Paper_30,1,0.5
google_Paper_300,1,0.5
google_Paper_301,1,0.5
google_Paper_305,0,0
google_Paper_306,1,0.5
google_Paper_307,1,1
google_Paper_309,1,1
google_Paper_31,1,1
google_Paper_310,1,0.5
google_Paper_311,1,1
google_Paper_313,1,0.5
google_Paper_318,3,1
google_Paper_32,1,1
google_Paper_324,2,0.5
google_Paper_326,1,0.5
google_Paper_328,1,1
google_Paper_329,3,0.5
google_Paper_33,0,0
google_Paper_330,1,0.5
google_Paper_331,2,1
google_Paper_332,1,1
google_Paper_334,1,0.5
google_Paper_336,1,1
google_Paper_337,1,0.5
google_Paper_338,2,0.5
google_Paper_339,1,1
google_Paper_340,1,1
google_Paper_341,1,0.5
google_Paper_342,1,0.5
google_Paper_343,2,0.5
